Base Infectivity,Circumcision Reduced Acquire,Infmrl Condoms Max,Infmrl Form Rate,Infrml Condom Mid,Infrml Condom Rate,Infrml Dur Het,Male To Female Old,Male To Female Young,Max Infmrl F LOW,Max Infmrl F MED,Max Infmrl M LOW,Max Infmrl M MED,Max Mrtl F ME,Max Mrtl M ME,Max Trns F LOW,Max Trns F MED,Max Trns M LOW,Max Trns M MED,Mrtl Condom Max,Mrtl Condom Mid,Mrtl Condom Rate,Mrtl Form Rate,Pr Ex Infmrl Fem LOW,Pr Ex Infmrl Fem MED,Pr Ex Infmrl Male LOW,Pr Ex Infmrl Male MED,Pr Ex Trns Fem LOW,Pr Ex Trns Fem MED,Pr Ex Trns Male LOW,Pr Ex Trns Male MED,Risk Assortivity,SeedYr HIGH,Sexual Debut Age Female Weibull Heterogeneity,Sexual Debut Age Female Weibull Scale,Sexual Debut Age Male Weibull Heterogeneity,Sexual Debut Age Male Weibull Scale,Swaziland: LOW Risk,Trns Condom Max,Trns Condom Mid,Trns Condom Rate,Trns Form Rate,iteration_number,likelihood,parameterization_id,run_number,sim_id
0.002416406374437901,0.5989431462600663,0.42396077479405153,0.001173547965034765,1995.6763086397725,2.553451175984561,0.8762815429959637,3.397848505405677,8.0,1.3351734519456884,0.9810916930687936,1.8576375255971473,0.9,1.0766535651243332,1.0923353148315258,1.231527907024215,2.3516261867756785,1.4257394851999439,3.0,0.23702095956785385,2002.1230913354564,3.5436485911442235,0.001,0.26876896774038206,0.429646962521751,0.5384053143997077,0.07719292557332777,0.15200769933207664,0.5121036378351288,0.13458091922802765,0.8,0.95,1988.4102220554912,0.14068353069320028,16.50642780551142,0.1448644500232825,17.343691634166895,0.7714779769663356,0.24998907221356997,1995.1262730818983,2.375132651956772,0.0006483935555838447,9,77.68945995688739,0,28588,Simulation_3CSSBXO3
0.002416406374437901,0.5989431462600663,0.42396077479405153,0.001173547965034765,1995.6763086397725,2.553451175984561,0.8762815429959637,3.397848505405677,8.0,1.3351734519456884,0.9810916930687936,1.8576375255971473,0.9,1.0766535651243332,1.0923353148315258,1.231527907024215,2.3516261867756785,1.4257394851999439,3.0,0.23702095956785385,2002.1230913354564,3.5436485911442235,0.001,0.26876896774038206,0.429646962521751,0.5384053143997077,0.07719292557332777,0.15200769933207664,0.5121036378351288,0.13458091922802765,0.8,0.95,1988.4102220554912,0.14068353069320028,16.50642780551142,0.1448644500232825,17.343691634166895,0.7714779769663356,0.24998907221356997,1995.1262730818983,2.375132651956772,0.0006483935555838447,9,77.68945995688739,1,52839,Simulation_20U9I5F0
0.002416406374437901,0.5989431462600663,0.42396077479405153,0.001173547965034765,1995.6763086397725,2.553451175984561,0.8762815429959637,3.397848505405677,8.0,1.3351734519456884,0.9810916930687936,1.8576375255971473,0.9,1.0766535651243332,1.0923353148315258,1.231527907024215,2.3516261867756785,1.4257394851999439,3.0,0.23702095956785385,2002.1230913354564,3.5436485911442235,0.001,0.26876896774038206,0.429646962521751,0.5384053143997077,0.07719292557332777,0.15200769933207664,0.5121036378351288,0.13458091922802765,0.8,0.95,1988.4102220554912,0.14068353069320028,16.50642780551142,0.1448644500232825,17.343691634166895,0.7714779769663356,0.24998907221356997,1995.1262730818983,2.375132651956772,0.0006483935555838447,9,77.68945995688739,2,52103,Simulation_O3TUCY9T
0.002416406374437901,0.5989431462600663,0.42396077479405153,0.001173547965034765,1995.6763086397725,2.553451175984561,0.8762815429959637,3.397848505405677,8.0,1.3351734519456884,0.9810916930687936,1.8576375255971473,0.9,1.0766535651243332,1.0923353148315258,1.231527907024215,2.3516261867756785,1.4257394851999439,3.0,0.23702095956785385,2002.1230913354564,3.5436485911442235,0.001,0.26876896774038206,0.429646962521751,0.5384053143997077,0.07719292557332777,0.15200769933207664,0.5121036378351288,0.13458091922802765,0.8,0.95,1988.4102220554912,0.14068353069320028,16.50642780551142,0.1448644500232825,17.343691634166895,0.7714779769663356,0.24998907221356997,1995.1262730818983,2.375132651956772,0.0006483935555838447,10,77.68466748449121,3,40147,Simulation_V6QJO3SJ
0.002416406374437901,0.5989431462600663,0.42396077479405153,0.001173547965034765,1995.6763086397725,2.553451175984561,0.8762815429959637,3.397848505405677,8.0,1.3351734519456884,0.9810916930687936,1.8576375255971473,0.9,1.0766535651243332,1.0923353148315258,1.231527907024215,2.3516261867756785,1.4257394851999439,3.0,0.23702095956785385,2002.1230913354564,3.5436485911442235,0.001,0.26876896774038206,0.429646962521751,0.5384053143997077,0.07719292557332777,0.15200769933207664,0.5121036378351288,0.13458091922802765,0.8,0.95,1988.4102220554912,0.14068353069320028,16.50642780551142,0.1448644500232825,17.343691634166895,0.7714779769663356,0.24998907221356997,1995.1262730818983,2.375132651956772,0.0006483935555838447,10,77.68466748449121,4,43947,Simulation_VQZ5KH9E
0.002416406374437901,0.5989431462600663,0.42396077479405153,0.001173547965034765,1995.6763086397725,2.553451175984561,0.8762815429959637,3.397848505405677,8.0,1.3351734519456884,0.9810916930687936,1.8576375255971473,0.9,1.0766535651243332,1.0923353148315258,1.231527907024215,2.3516261867756785,1.4257394851999439,3.0,0.23702095956785385,2002.1230913354564,3.5436485911442235,0.001,0.26876896774038206,0.429646962521751,0.5384053143997077,0.07719292557332777,0.15200769933207664,0.5121036378351288,0.13458091922802765,0.8,0.95,1988.4102220554912,0.14068353069320028,16.50642780551142,0.1448644500232825,17.343691634166895,0.7714779769663356,0.24998907221356997,1995.1262730818983,2.375132651956772,0.0006483935555838447,10,77.68466748449121,5,18480,Simulation_4L3IA4B9
0.002416406374437901,0.5989431462600663,0.42396077479405153,0.001173547965034765,1995.6763086397725,2.553451175984561,0.8762815429959637,3.397848505405677,8.0,1.3351734519456884,0.9810916930687936,1.8576375255971473,0.9,1.0766535651243332,1.0923353148315258,1.231527907024215,2.3516261867756785,1.4257394851999439,3.0,0.23702095956785385,2002.1230913354564,3.5436485911442235,0.001,0.26876896774038206,0.429646962521751,0.5384053143997077,0.07719292557332777,0.15200769933207664,0.5121036378351288,0.13458091922802765,0.8,0.95,1988.4102220554912,0.14068353069320028,16.50642780551142,0.1448644500232825,17.343691634166895,0.7714779769663356,0.24998907221356997,1995.1262730818983,2.375132651956772,0.0006483935555838447,10,77.62864481597808,6,45139,Simulation_ZYA1N7VL
0.002416406374437901,0.5989431462600663,0.42396077479405153,0.001173547965034765,1995.6763086397725,2.553451175984561,0.8762815429959637,3.397848505405677,8.0,1.3351734519456884,0.9810916930687936,1.8576375255971473,0.9,1.0766535651243332,1.0923353148315258,1.231527907024215,2.3516261867756785,1.4257394851999439,3.0,0.23702095956785385,2002.1230913354564,3.5436485911442235,0.001,0.26876896774038206,0.429646962521751,0.5384053143997077,0.07719292557332777,0.15200769933207664,0.5121036378351288,0.13458091922802765,0.8,0.95,1988.4102220554912,0.14068353069320028,16.50642780551142,0.1448644500232825,17.343691634166895,0.7714779769663356,0.24998907221356997,1995.1262730818983,2.375132651956772,0.0006483935555838447,10,77.62864481597808,7,4937,Simulation_30DVEZQ9
0.002416406374437901,0.5989431462600663,0.42396077479405153,0.001173547965034765,1995.6763086397725,2.553451175984561,0.8762815429959637,3.397848505405677,8.0,1.3351734519456884,0.9810916930687936,1.8576375255971473,0.9,1.0766535651243332,1.0923353148315258,1.231527907024215,2.3516261867756785,1.4257394851999439,3.0,0.23702095956785385,2002.1230913354564,3.5436485911442235,0.001,0.26876896774038206,0.429646962521751,0.5384053143997077,0.07719292557332777,0.15200769933207664,0.5121036378351288,0.13458091922802765,0.8,0.95,1988.4102220554912,0.14068353069320028,16.50642780551142,0.1448644500232825,17.343691634166895,0.7714779769663356,0.24998907221356997,1995.1262730818983,2.375132651956772,0.0006483935555838447,10,77.62864481597808,8,49423,Simulation_YHRKHQS3
0.002416406374437901,0.5989431462600663,0.42396077479405153,0.001173547965034765,1995.6763086397725,2.553451175984561,0.8762815429959637,3.397848505405677,8.0,1.3351734519456884,0.9810916930687936,1.8576375255971473,0.9,1.0766535651243332,1.0923353148315258,1.231527907024215,2.3516261867756785,1.4257394851999439,3.0,0.23702095956785385,2002.1230913354564,3.5436485911442235,0.001,0.26876896774038206,0.429646962521751,0.5384053143997077,0.07719292557332777,0.15200769933207664,0.5121036378351288,0.13458091922802765,0.8,0.95,1988.4102220554912,0.14068353069320028,16.50642780551142,0.1448644500232825,17.343691634166895,0.7714779769663356,0.24998907221356997,1995.1262730818983,2.375132651956772,0.0006483935555838447,10,77.60147522958717,9,9876,Simulation_ZSN9FXFR
