Year,Node,Gender,AgeBin,Result
2048.0,1,Male,[15:20),0.005259697567389875
2048.0,0,Male,[15:20),0.005259697567389875
2048.0,1,Male,[20:25),0.0196876016921575
2048.0,0,Male,[20:25),0.0196876016921575
2048.0,1,Male,[25:30),0.0524126455906822
2048.0,0,Male,[25:30),0.0524126455906822
2048.0,1,Male,[30:35),0.08874421792016447
2048.0,0,Male,[30:35),0.08874421792016447
2048.0,1,Male,[35:40),0.12417312417312418
2048.0,0,Male,[35:40),0.12417312417312418
2048.0,1,Male,[40:45),0.18408900083963056
2048.0,0,Male,[40:45),0.18408900083963056
2048.0,1,Male,[45:50),0.24494168055224946
2048.0,0,Male,[45:50),0.24494168055224946
2048.0,1,Male,[50:55),0.342360248447205
2048.0,0,Male,[50:55),0.342360248447205
2048.0,1,Male,[55:60),0.442111402741324
2048.0,0,Male,[55:60),0.442111402741324
2048.0,1,Male,[60:65),0.5184313725490196
2048.0,0,Male,[60:65),0.5184313725490196
2048.0,1,Male,[65:200),0.6105755185509787
2048.0,0,Male,[65:200),0.6105755185509787
2048.0,1,Female,[15:20),0.035494557501183154
2048.0,0,Female,[15:20),0.035494557501183154
2048.0,1,Female,[20:25),0.10962182862613691
2048.0,0,Female,[20:25),0.10962182862613691
2048.0,1,Female,[25:30),0.16230972865651885
2048.0,0,Female,[25:30),0.16230972865651885
2048.0,1,Female,[30:35),0.22068361086765995
2048.0,0,Female,[30:35),0.22068361086765995
2048.0,1,Female,[35:40),0.2842428623057463
2048.0,0,Female,[35:40),0.2842428623057463
2048.0,1,Female,[40:45),0.3332004782781985
2048.0,0,Female,[40:45),0.3332004782781985
2048.0,1,Female,[45:50),0.3946873039113156
2048.0,0,Female,[45:50),0.3946873039113156
2048.0,1,Female,[50:55),0.48025590116920364
2048.0,0,Female,[50:55),0.48025590116920364
2048.0,1,Female,[55:60),0.5812484819042992
2048.0,0,Female,[55:60),0.5812484819042992
2048.0,1,Female,[60:65),0.6483516483516484
2048.0,0,Female,[60:65),0.6483516483516484
2048.0,1,Female,[65:200),0.6133587786259542
2048.0,0,Female,[65:200),0.6133587786259542
2049.0,1,Male,[15:20),0.0034522439585730723
2049.0,0,Male,[15:20),0.0034522439585730723
2049.0,1,Male,[20:25),0.0205761316872428
2049.0,0,Male,[20:25),0.0205761316872428
2049.0,1,Male,[25:30),0.05149859248219904
2049.0,0,Male,[25:30),0.05149859248219904
2049.0,1,Male,[30:35),0.0896551724137931
2049.0,0,Male,[30:35),0.0896551724137931
2049.0,1,Male,[35:40),0.12436212436212436
2049.0,0,Male,[35:40),0.12436212436212436
2049.0,1,Male,[40:45),0.175
2049.0,0,Male,[40:45),0.175
2049.0,1,Male,[45:50),0.24193168433451118
2049.0,0,Male,[45:50),0.24193168433451118
2049.0,1,Male,[50:55),0.32780391185937113
2049.0,0,Male,[50:55),0.32780391185937113
2049.0,1,Male,[55:60),0.42457142857142854
2049.0,0,Male,[55:60),0.42457142857142854
2049.0,1,Male,[60:65),0.5142002989536621
2049.0,0,Male,[60:65),0.5142002989536621
2049.0,1,Male,[65:200),0.6114032659839469
2049.0,0,Male,[65:200),0.6114032659839469
2049.0,1,Female,[15:20),0.03553379658875553
2049.0,0,Female,[15:20),0.03553379658875553
2049.0,1,Female,[20:25),0.11261332909177668
2049.0,0,Female,[20:25),0.11261332909177668
2049.0,1,Female,[25:30),0.16267547481420314
2049.0,0,Female,[25:30),0.16267547481420314
2049.0,1,Female,[30:35),0.21444539982803096
2049.0,0,Female,[30:35),0.21444539982803096
2049.0,1,Female,[35:40),0.2766612348361398
2049.0,0,Female,[35:40),0.2766612348361398
2049.0,1,Female,[40:45),0.329116387699494
2049.0,0,Female,[40:45),0.329116387699494
2049.0,1,Female,[45:50),0.39084065244667504
2049.0,0,Female,[45:50),0.39084065244667504
2049.0,1,Female,[50:55),0.466415428951452
2049.0,0,Female,[50:55),0.466415428951452
2049.0,1,Female,[55:60),0.5602081854743317
2049.0,0,Female,[55:60),0.5602081854743317
2049.0,1,Female,[60:65),0.6355421686746988
2049.0,0,Female,[60:65),0.6355421686746988
2049.0,1,Female,[65:200),0.6266304347826087
2049.0,0,Female,[65:200),0.6266304347826087
2050.0,1,Male,[15:20),0.0042847725774555045
2050.0,0,Male,[15:20),0.0042847725774555045
2050.0,1,Male,[20:25),0.020431702092601745
2050.0,0,Male,[20:25),0.020431702092601745
2050.0,1,Male,[25:30),0.051647078298294985
2050.0,0,Male,[25:30),0.051647078298294985
2050.0,1,Male,[30:35),0.0911062906724512
2050.0,0,Male,[30:35),0.0911062906724512
2050.0,1,Male,[35:40),0.1279895366218236
2050.0,0,Male,[35:40),0.1279895366218236
2050.0,1,Male,[40:45),0.17044550517104218
2050.0,0,Male,[40:45),0.17044550517104218
2050.0,1,Male,[45:50),0.23149015932521086
2050.0,0,Male,[45:50),0.23149015932521086
2050.0,1,Male,[50:55),0.3141245708680726
2050.0,0,Male,[50:55),0.3141245708680726
2050.0,1,Male,[55:60),0.4128777181587122
2050.0,0,Male,[55:60),0.4128777181587122
2050.0,1,Male,[60:65),0.5028632784538296
2050.0,0,Male,[60:65),0.5028632784538296
2050.0,1,Male,[65:200),0.6095638465580662
2050.0,0,Male,[65:200),0.6095638465580662
2050.0,1,Female,[15:20),0.0335785097537576
